,index,table_title
4315,4315,Table 4. Percutaneous and Surgical Procedures in Patients With Acute Myocardial Infarction Receiving an Intra-Aortic Balloon Pump*
4316,4316,Table 5. Independent Correlates of In-Hospital Mortality by Logistic Regression Analysis
4317,4317,Table 1. Baseline Characteristics According to Quintiles of Hematocrit and Overall
4318,4318,Table 2. Total Mortality According to Quintiles of Hematocrit
4319,4319,Table 3. Total Mortality According to Quintiles of Hematocrit Among Men and Women
4320,4320,Table 4. Mortality by Different Causes According to Quintiles of Hematocrit
4321,4321,Table 1. Baseline Demographic Data by Treatment Group for Current Study and BERCI-2 Study
4322,4322,Table 2. Reasons for Discontinuation of Study Medication
4323,4323,Table 1. Biographical and Hemodynamic Data of Cardiac Patientslegend legend
4324,4324,Table 3. Critical Cardiovascular Events in Intention-to-Treat Population
4325,4325,Table 1. Baseline Characteristics of the Patient Population
4326,4326,Table 2. Baseline Characteristics of Patients According to the Clinical Profile
4327,4327,Table 3. Univariate Predictors of One-Year Mortality Plus Urgent Transplantation
4328,4328,Table 4. Multivariate Analysis of the Variables Associated With One-Year Mortality Plus Urgent Transplantation
4329,4329,Table 5. Comparison of Mortality for Clinical Profiles to Mortality in Trials of Hospitalized Patients With Advanced Heart Failure
4330,4330,Table 3. Comparison of Outcomes Among HCM Patients With Extreme Hypertrophy (Maximum LV Thickness ≥ 30 mm) in Three Different Patient Populations
4331,4331,Table 2. Hemodynamic Variables at all Stages of the PLV Procedurelegend
4332,4332,Table 1. Baseline and Clinical Characteristics of 137 CPNCA Patients Included in the Study
4333,4333,Table 2. Clinical Characteristics of Chest Pain in 137 Patients With CPNCA
4334,4334,"Table 3. Relationship Between Exercise Stress Testing Responses, Holter Monitoring Results, and Severity of Anginal Symptoms"
4335,4335,Table 1. Characteristics of the Patient Cohort Undergoing Skeletal Myoblast Transplantation
4336,4336,Table 1. Patients’ Characteristics
4337,4337,Table 2. Triggering Factors
4338,4338,Table 3. Angiographic Results
4339,4339,Table 4. Indices of Doppler Guidewire
4340,4340,Table 5. Pathologic Findings
4341,4341,"Table 1. Ratios (95% CIs) of Shed Blood F1+2, TAT and β-TG Levels Between Comparator (r-hirudin and Enoxaparin) Treatment Groups and 60 mg Ximelagatran Group"
4342,4342,Table 2. Model Parameters Generated by Fitting an Inhibitory Concentration-Response Model by Nonlinear Regression
4343,4343,"Table 3. Ratios (95% CIs) of Venous F1+2, TAT and β-TG Plasma Levels Between Treatment Groups and the Control Group (Treatment/Control)"
4344,4344,Table 1. Clinical and Demographic Features of 237 Patients With HCM
4345,4345,"Table 2. Clinical Features, Risk Profile, and Mortality Rates Among the Five LV Thickness Classes"
4346,4346,Table 1. Data Reviewed
4347,4347,Table 2. Relationship Between Weaning or Survival and CPR Duration
4348,4348,Table 3. Analysis of the Factors in Weaning and Survival by the Spearman Method
4349,4349,Table 4. Predictive Levels for Different Probabilities of Weaning and Survival
4350,4350,Table 1. Clinical Characteristics of Cases and Controls
4351,4351,Table 2. Adjusted Risk of Bradyarrhythmia Requiring a Permanent Pacemaker
4352,4352,Table 1. Baseline Clinical Characteristics of Enrolled Patients
4353,4353,Table 2. Procedural Characteristics of Study Patients According to BMI
4354,4354,"Table 2. Measurements of Anticoagulation Before, During, and After PCI*"
4355,4355,"Table 3. Levels of Anti-Xa Activity in Patients Undergoing PCI, According to Age, Renal Failure, and Weight"
4356,4356,Table 4. Clinical Events and Bleeding Complications at 30 Days Follow-Up
4357,4357,Table 1. Baseline Variable Distribution According to Quartiles of Creatinine Clearance
4358,4358,Table 2. Survival According to Creatinine Clearance (“High” = Ranks 3 and 4; “Low” = Ranks 1 and 2) in Selected Subgroups
4359,4359,Table 3. Variables Associated With Mortality in Multivariable Models
4360,4360,Table 1. Demographic Data of the Patients
4361,4361,Table 2. Implantation Data
4362,4362,Table 5. Results of Stress Test at 3 Months After Discharge
4363,4363,Table 1. Patient Characteristics (n = 96)
4364,4364,Table 2. Periprocedural Neurologic Complications According to Procedural Outcome
4365,4365,Table 1. Clinical Characteristics of the Study Patients
4366,4366,Table 1. Left Ventricular Function and Hemodynamics in MR: Effect of AT1RB
4367,4367,Table 2. Change From Baseline in Echocardiograph-Derived Parameters
4368,4368,Table 1. Patient Characteristics (Before ICD Implantation) by Mode of Death
4369,4369,Table 2. Patient Characteristics (After ICD Implantation) by Mode of Death
4370,4370,Table 3. Patient Characteristics (Before ICD Implantation) by Mechanism of Death
4371,4371,Table 4. Patient Characteristics (After ICD Implantation) by Mechanism of Death
4372,4372,Table 1. Comparison Between All Patients and Patients With Myocardial Energetics Measurements
4373,4373,Table 2. Basic Hemodynamic and Mechanoenergetic Characteristics in 47 Patients With DCM in Sinus Rhythm
4374,4374,Table 1. Individual Clinical Characteristics and Coronary Blood Flow Responses After L-Arginine in 33 African American Patients
4375,4375,Table 1. Individual Clinical Characteristics and Coronary Blood Flow Responses After L-Arginine in 33 White Patients Matched to Those in Table 1
4376,4376,Table 3. Matching Clinical Characteristics in 33 Pairs of African American and White Patients
4377,4377,"Table 1. Characteristics of Patients at Study Entry According to BMI (n = 3,634)"
4378,4378,Table 4. Effect of Iloprost Inhalation on Hemodynamics and ANP and cGMP Levels in PPH and NPPH
4379,4379,Table 3. Incidence and Odds Ratios of In-Hospital Events According to BMI: Percutaneous Transluminal Coronary Angioplasty Group
4380,4380,Table 4. Incidence and Odds Ratios of In-Hospital Events According to BMI: Coronary Artery Bypass Graft Surgery Group
4381,4381,"Table 5. Incidence and Relative Risks of Long-Term Mortality According to BMI: Percutaneous Transluminal Coronary Angioplasty Group (n = 2,090)*"
4382,4382,"Table 6. Incidence and Relative Risks of Long-Term Mortality According to BMI: Coronary Artery Bypass Graft Surgery Group(n = 1,503)*"
4383,4383,Table 1. Definitions of Extent of Revascularization
4384,4384,Table 2. Algorithm for “Functional” Revascularization (Strategy 2) (Refer to Fig. 1)
4385,4385,Table 3. Evaluation of Definition 1: Traditional Complete Revascularization
4386,4386,Table 4. Evaluation of Definition 2: Functional Complete Revascularization
4387,4387,Table 5. Evaluation of Definition 4: Number of Distal Sites to Different Vessels
4388,4388,"Table 1. Demographic Data and Clinical Characteristics, as Well as Individual Values of the Various Proinflammatory Cytokines and Apoptotic Mediators at Baseline"
4389,4389,Table 1. Baseline Clinical and Angiographic Characteristics of 85 Patients Included in the Intention-to-Treat Analysis According to Treatment Group
4390,4390,Table 2. Follow-Up Intravascular Ultrasound Results According to Treatment Groups
4391,4391,Table 3. Major Adverse Cardiac Events to 210 Days: Hierarchical Ranking of Worst Event per Patient (Intention-to-Treat) According to Treatment Group
4392,4392,Table 1. Baseline Clinical Characteristics of Patients in the Different Anatomic Subgroups of the Study Population by Assigned Treatment
4393,4393,Table 2. Angiographic Characteristics of Patients With Three-Vessel Disease by Assigned Treatment
4394,4394,Table 3. Observed Survival With 95% Confidence Intervals for Patients Undergoing PTCA vs. Observed Survival for CABG Patients in the Different Anatomic Subsets*
4395,4395,Table 1. Baseline Patient Characteristics
4396,4396,Table 2. Results in Both Treatment Groups
4397,4397,Table 3. Results
4398,4398,Table 1. Characteristics of Study Patientslegend
4399,4399,Table 1. Clinical Details of 28 Homozygotes With Naxos Disease
4400,4400,Table 1. Patient Characteristicslegend
4401,4401,Table 2. Response to CPT and Exerciselegend
4402,4402,Table 1. Blood Gas Analysis and Hemodynamic Data at Each of Examined Treatment Stepslegend legend
4403,4403,"Table 1. Epidemiological Data, Pulmonary Function and Baseline Hemodynamics in PPH and NPPHlegend"
4404,4404,Table 2. Underlying Disease in Nonprimary Pulmonary Hypertensionlegend
4405,4405,Table 3. Baseline ANP and cGMP Levels in PPH and NPPHlegend
4406,4406,"Table 1. Characteristics of 1,062 Patientslegend"
4407,4407,"Table 2. Procedures Performed on 1,142 Saphenous Vein Graftslegend"
4408,4408,"Table 3. In-hospital Complications in 1,062 Patientslegend"
4409,4409,"Table 4. Incidence of MACE in 1,056 Patientslegend"
4410,4410,Table 5. Multivariate Predictors for Late MACElegend
4411,4411,Table 2. Anatomic Variants of Coronary Artery Branching in TOFlegend legend
4412,4412,Table 1. Baseline Characteristics of DIG Study Patientslegend
4413,4413,Table 2. Effect of Digoxin and Age Group on Clinical Outcomeslegend
4414,4414,Table 3. Mean Digoxin Dose Prescribed and Mean Serum Digoxin Levels by Age Group at One Month After Randomization∗
4415,4415,Table 4. Suspected Symptoms and Signs of Digoxin Toxicity by Age Group
4416,4416,Table 5. Clinical Outcomes by Age Group and Ejection Fractionlegend
4417,4417,"Table 6. Cox Proportional Hazard Model Analysis to Determine the Effect of Age and Treatment on All-Cause Mortality (n = 7,746)∗legend"
4418,4418,Table 1. Survey on the Diagnosis of Heart Disease in Groups of Patients With SR and AFlegend
4419,4419,Table 1. Ischemic and Remote Region Circumferential Segment Shortening (%S)legend
4420,4420,Table 1. Baseline Characteristics of Patientslegend
4421,4421,"Table 7. Sensitivity, Specificity, Positive Prognostic Value and Negative Prognostic Value of the Ability to Exercise to Bruce Stage 3 and a Duke Score ≤−6"
4422,4422,Table 2. Pulmonary Hemodynamic Variableslegend
4423,4423,Table 1. Demographics of the Patients Who Did and Did Not Take the EXT at One Yearlegend
4424,4424,"Table 2. Mortality Rate in Patients for the Two Years After the One-, Three-, and Five-Year Tests Based on Whether the Test Was Takenlegend"
4425,4425,Table 3. Combined Mortality or Myocardial Infarction Rates for the Two Years After the Scheduled EXTs for the Test Takers and Non Test Takerslegend
4426,4426,Table 4. Relationship Between Parameters Measured on Each EXT and the Univariate and Multivariate Risk Ratios for Survival for the Two Years After the Testlegend legend
4427,4427,Table 5. Relationship Between Parameters Measured on Each EXT and the Univariate and Multivariate Risk Ratios for Survival Free of Myocardial Infarction for the Two Years After the Testlegend legend
4428,4428,"Table 6. The Number of Patients Revascularized Within 90 Days of the One-Year EXT Segregated by Angina Reported Before the Test, Angina on the Test and ST Depressionlegend"
4429,4429,Table 1. Acute and Six-Month Rhythm Outcome After Linear Lesionslegend
4430,4430,Table 1. Pretreatment Patient Characteristicslegend
4431,4431,Table 2. Metabolic and Anthropomorphic Changes Following Treatmentlegend
4432,4432,Table 1. Baseline Characteristics of Diabetic Patientslegend
4433,4433,Table 2. Crude Five-year Mortalitylegend
4434,4434,Table 1. Selected Clinical and Electrophysiologic Features of Study Patients∗legend
4435,4435,"Table 2. Right Atrial Repolarization and Refractoriness at Identical BCL in Control Patients, Patients With Aflut and Afiblegend legend"
4436,4436,"Table 1. Comparison of Data From Clinical History, MRI and Transmitral Doppler, Between Patients With and Those Without ≥Grade 2 Rejection on the Myocardial Biopsy Performed at Baselinelegend"
4437,4437,"Table 2. Comparison of the Baseline Data, in the Patients Without ≥Grade 2 Rejection at Baseline, Between Those Who Had and Those Who Had No ≥Grade 2 Rejection Over the Subsequent Three-Month Follow-up Periodlegend"
4438,4438,"Table 3. Comparison of the Baseline Data, in the Patients Without ≥Grade 2 Rejection Both at Baseline and at Follow-up, Between Those Who Had and Those Who Had No Abnormal T2Value (≥56 ms)legend"
4439,4439,Table 1. Clinical Characteristics of the Patientslegend
4440,4440,Table 2. Arterial Cross-Sectional Area and Coronary Flow at Baseline and After Flow-Mediated (Adenosine) and Agonist-Mediated (Substance P) Vasodilation and Endothelium-Independent (GTN) Vasodilationlegend
4441,4441,Table 3. Diagnostic Accuracy of Coronary Echocardiography in Detecting a Major Coronary Artery Crossing the RVOTlegend
4442,4442,Table 1. Univariate Comparisons of Specialist and Generalist Patient Cohortslegend legend
4443,4443,Table 1. Clinical Characteristics: Atrial Flutter and Control Subjects
4444,4444,Table 2. Incidence of Atrial Flutter in the General Population
4445,4445,"Table 3. Odds Ratio, Association Between Atrial Flutter and Clinical Variables"
4446,4446,Table 1. Echocardiographic Findings in 132 Affected Family Memberslegend
4447,4447,Table 2. Correlation Between Arrhythmias and Extent of the Diseaselegend
4448,4448,Table 3. Late Potentials Values Correlated With the Extent of the Disease and the Presence of Arrhythmiaslegend
4449,4449,Table 1. Patient Characteristicslegend
4450,4450,Table 1. Clinical Characteristicslegend
4451,4451,Table 2. Predictive Accuracy of Troponin I Value ≥ 1.0 ng/ml for Predicting Outcomes in All Patients and After Excluding Patients With Ischemic Electrocardiogramslegend legend
4452,4452,Table 3. Predictive Accuracy of an Ischemic Electrocardiogram for Predicting Outcomeslegend legend
4453,4453,"Table 4. Multivariate Predictors of Myocardial Infarction, Death or Significant Diseaselegend"
4454,4454,Table 5. Multivariate Predictors of Significant Complicationslegend
4455,4455,Table 6. Multivariate Predictors of Significant Disease Alonelegend
4456,4456,"Table 1. Hemodynamic, Renal and Humoral Responses to Acute Subcutaneous BNPlegend"
4457,4457,Table 4. Surgical Approach in Patients With Tetralogy of Fallot and Coronary Anomalies From 1990 through 1995legend
